,book_name,star_rating,price,categories,stock_availability
1560,A Light in the Attic,Three,£51.77,erotica,In stock
1561,Tipping the Velvet,One,£53.74,erotica,In stock
1562,Soumission,One,£50.10,erotica,In stock
1563,Sharp Objects,Four,£47.82,erotica,In stock
1564,Sapiens: A Brief History of Humankind,Five,£54.23,erotica,In stock
1565,The Requiem Red,One,£22.65,erotica,In stock
1566,The Dirty Little Secrets of Getting Your Dream Job,Four,£33.34,erotica,In stock
1567,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,£17.93,erotica,In stock
1568,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,£22.60,erotica,In stock
1569,The Black Maria,One,£52.15,erotica,In stock
1570,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,£13.99,erotica,In stock
1571,Shakespeare's Sonnets,Four,£20.66,erotica,In stock
1572,Set Me Free,Five,£17.46,erotica,In stock
1573,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,£52.29,erotica,In stock
1574,Rip it Up and Start Again,Five,£35.02,erotica,In stock
1575,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,£57.25,erotica,In stock
1576,Olio,One,£23.88,erotica,In stock
1577,Mesaerion: The Best Science Fiction Stories 1800-1849,One,£37.59,erotica,In stock
1578,Libertarianism for Beginners,Two,£51.33,erotica,In stock
1579,It's Only the Himalayas,Two,£45.17,erotica,In stock
1580,A Light in the Attic,Three,£51.77,crime,In stock
1581,Tipping the Velvet,One,£53.74,crime,In stock
1582,Soumission,One,£50.10,crime,In stock
1583,Sharp Objects,Four,£47.82,crime,In stock
1584,Sapiens: A Brief History of Humankind,Five,£54.23,crime,In stock
1585,The Requiem Red,One,£22.65,crime,In stock
1586,The Dirty Little Secrets of Getting Your Dream Job,Four,£33.34,crime,In stock
1587,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Three,£17.93,crime,In stock
1588,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,£22.60,crime,In stock
1589,The Black Maria,One,£52.15,crime,In stock
1590,"Starving Hearts (Triangular Trade Trilogy, #1)",Two,£13.99,crime,In stock
1591,Shakespeare's Sonnets,Four,£20.66,crime,In stock
1592,Set Me Free,Five,£17.46,crime,In stock
1593,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,£52.29,crime,In stock
1594,Rip it Up and Start Again,Five,£35.02,crime,In stock
1595,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,£57.25,crime,In stock
1596,Olio,One,£23.88,crime,In stock
1597,Mesaerion: The Best Science Fiction Stories 1800-1849,One,£37.59,crime,In stock
1598,Libertarianism for Beginners,Two,£51.33,crime,In stock
1599,It's Only the Himalayas,Two,£45.17,crime,In stock
